3,3,0,0,0,0,1,3,3,0,0,0,10,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,10,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0
0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,3,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,0,0,3,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,3
0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,1,0,0,0,3,3,0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,1,3,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
0,0,10,3,3,3,3,0,0,0,1,1,1,1,1,1,0,0,0,0,3,0,0,3,3,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,0,0,0,1,3,3,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,3,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,1,1,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,3,0,0,0,1,3,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0
0,0,3,3,3,0,0,0,0,3,3,3,0,3,3,3,3,3,3,3,0,0,0,3,3,3,3,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,3,3,3,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0
3,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,3,3,3,0,0,0,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,3,3,3,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
0,3,0,0,3,3,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,4,0,0,10,0,3,3,3,0,0,0,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,3,3
0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,3,3,3,3,0,0,0,0,0,0,3,3,1,0,3,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0
0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,4,0,0,0,0,7,0,0,0,0,3,3,3,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,3,3,3,3,1,3,3,1,0,1,0,1,0,1,0,0,0,0,0,3,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,7,0,0,3,3,3,3,3,3,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,8,0,7,12
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,3,3,3,3
